areacode,owned_outright,owned_mortgage,private_rented,social_rented
S00153257,27,32,4,4
S00153258,42,21,1,1
S00153259,25,12,5,8
S00153260,18,12,2,1
S00153261,33,12,5,0
S00153262,17,21,1,31
S00153263,9,6,6,14
S00153264,23,20,0,4
S00153265,28,25,7,2
S00153266,10,3,3,24
S00153267,24,20,0,8
S00153268,13,17,2,15
S00153269,12,5,0,30
S00153270,52,24,8,1
S00153271,21,21,0,23
S00153272,10,10,1,19
S00153273,18,14,2,54
S00153274,14,19,3,15
S00153275,31,15,4,0
S00153276,18,6,2,4
S00153277,18,21,8,3
S00153278,25,4,1,0
S00153279,17,22,9,3
S00153280,36,14,1,3
S00153281,16,9,2,13
S00153282,27,38,2,1
S00153283,25,12,1,6
S00153284,23,28,10,33
S00153285,29,17,7,1
S00153286,3,3,1,25
S00153287,15,10,13,4
S00153288,9,45,0,0
S00153289,10,17,4,0
S00153290,31,18,8,16
S00153291,18,5,5,0
S00153292,15,10,1,31
S00153293,26,13,2,8
S00153294,25,28,0,2
S00153295,39,25,1,4
S00153296,40,23,2,6
S00153297,34,11,3,2
S00153298,21,16,1,0
S00153299,8,72,0,1
S00153300,20,16,5,26
S00153301,14,6,3,26
S00153302,24,14,1,2
S00153303,26,32,3,1
S00153304,20,16,6,22
S00153305,14,12,0,8
S00153306,36,16,6,5
S00153307,25,8,0,2
S00153308,3,8,2,22
S00153309,15,20,5,5
S00153310,44,26,9,2
S00153311,22,26,5,3
S00153312,26,7,0,13
S00153313,37,15,2,3
S00153314,25,27,4,0
S00153315,6,27,0,0
S00153316,23,20,7,0
S00153317,42,18,0,5
S00153318,18,28,0,21
S00153319,19,21,4,29
S00153320,18,15,3,12
S00153321,19,11,1,16
S00153322,15,15,0,2
S00153323,10,9,5,23
S00153324,13,11,2,9
S00153325,7,7,4,9
S00153326,16,11,6,37
S00153327,18,5,0,10
S00153328,22,25,5,18
S00153329,13,7,3,26
S00153330,7,9,1,15
S00153331,31,21,2,15
S00153332,34,33,10,1
S00153333,19,25,0,19
S00153334,18,12,9,1
S00153335,5,50,0,2
S00153336,9,43,4,5
S00153337,25,27,7,18
S00153338,17,11,1,14
S00153339,18,15,2,1
S00153340,19,9,2,10
S00153341,17,32,1,1
S00153342,10,71,0,1
S00153343,17,15,4,18
S00153344,9,16,2,16
S00153345,12,31,1,0
S00153346,18,11,1,29
S00153347,23,28,8,0
S00153348,10,6,3,14
S00153349,17,31,3,0
S00153350,19,4,2,10
S00153351,7,38,3,0
S00153352,25,41,1,0
S00153353,7,8,1,12
S00153354,21,22,11,1
S00153355,31,14,4,1
S00153356,7,14,5,3
S00153357,10,14,3,23
S00153358,12,11,3,17
S00153359,9,9,5,13
S00153360,29,33,10,17
S00153361,18,16,7,26
S00153362,15,47,2,0
S00153363,3,18,3,29
S00153364,33,38,0,2
S00153365,26,18,3,19
S00153366,24,14,3,17
S00153367,18,12,4,14
S00153368,30,32,7,1
S00153369,23,20,6,8
S00153370,4,7,4,34
S00153371,23,55,2,2
S00153372,26,52,2,1
S00153373,19,43,8,1
S00153374,6,11,3,13
S00153375,26,29,13,2
S00153376,18,15,5,7
S00153377,31,15,5,12
S00153378,38,28,1,4
S00153379,12,17,1,0
S00153380,57,14,3,1
S00153381,26,49,1,0
S00153382,10,10,6,35
S00153383,5,21,0,21
S00153384,10,70,2,0
S00153385,26,19,0,0
S00153386,2,16,2,25
S00153387,2,43,2,0
S00153388,9,6,1,16
S00153389,50,9,1,2
S00153390,30,23,12,1
S00153391,10,13,2,3
S00153392,49,14,11,1
S00153393,19,35,8,1
S00153394,15,26,5,0
S00153395,20,22,2,0
S00153396,20,14,23,1
S00153397,37,23,1,1
S00153398,22,30,4,1
S00153399,12,4,6,11
S00153400,23,34,2,1
S00153401,13,84,3,2
S00153402,19,9,9,5
S00153403,27,22,2,15
S00153404,12,65,1,3
S00153405,48,21,3,5
S00153406,24,21,8,22
S00153407,12,69,1,0
S00153408,22,18,1,3
S00153409,15,13,2,1
S00153410,12,9,4,16
S00153411,26,12,4,19
S00153412,16,15,0,1
S00153413,15,12,5,22
S00153414,29,12,1,1
S00153415,33,25,5,10
S00153416,14,20,4,14
S00153417,8,23,0,2
S00153418,39,23,1,0
S00153419,19,11,2,0
S00153420,24,54,3,1
S00153421,15,14,6,1
S00153422,25,17,1,2
S00153423,21,22,0,2
S00153424,19,19,0,1
S00153425,16,14,1,0
S00153426,8,16,2,7
S00153427,38,22,4,2
S00153428,24,37,2,0
S00153429,24,14,5,14
S00153430,12,22,3,9
S00153431,12,31,2,1
S00153432,35,12,3,1
S00153433,34,32,3,0
S00153434,30,25,4,0
S00153435,35,10,0,2
S00153436,20,8,0,1
S00153437,15,46,0,2
S00153438,26,12,3,1
S00153439,12,36,0,0
S00153440,47,25,0,1
S00153441,24,39,3,0
S00153442,37,19,3,0
S00153443,17,8,0,6
S00153444,35,7,2,2
S00153445,26,16,4,11
S00153446,51,27,1,1
S00153447,30,17,1,0
S00153448,23,47,3,1
S00153449,16,30,1,3
S00153450,31,18,1,3
S00153451,15,12,2,0
S00153452,9,42,0,0
S00153453,6,37,1,0
S00153454,26,16,2,0
S00153455,16,14,1,1
S00153456,3,27,1,6
S00153457,25,27,2,4
S00153458,6,6,0,21
S00153459,5,45,2,1
S00153460,32,40,3,1
S00153461,7,32,0,2
S00153462,23,31,2,0
S00153463,15,22,3,0
S00153464,14,10,1,28
S00153465,27,37,4,1
S00153466,7,43,1,4
S00153467,26,33,5,1
S00153468,2,15,4,26
S00153469,14,12,3,17
S00153470,5,18,8,19
S00153471,6,25,1,12
S00153472,13,17,1,45
S00153473,3,34,1,0
S00153474,26,15,1,0
S00153475,20,16,3,26
S00153476,26,21,3,21
S00153477,26,17,4,2
S00153478,20,25,9,23
S00153479,12,11,1,18
S00153480,15,15,3,32
S00153481,6,16,8,48
S00153482,9,9,1,12
S00153483,16,13,0,13
S00153484,40,19,3,10
S00153485,23,12,4,31
S00153486,6,9,6,34
S00153487,14,18,3,13
S00153488,25,11,2,16
S00153489,6,54,0,0
S00153490,23,21,1,6
S00153491,24,16,0,23
S00153492,15,4,1,32
S00153493,13,1,0,25
S00153494,15,21,2,0
S00153495,12,13,0,21
S00153496,21,10,0,38
S00153497,8,34,2,1
S00153498,27,13,1,2
S00153499,24,13,0,5
S00153500,8,12,2,13
S00153501,11,16,1,1
S00153502,7,3,1,24
S00153503,13,6,2,23
S00153504,12,10,3,42
S00153505,18,22,3,0
S00153506,6,28,2,1
S00153507,13,35,8,0
S00153508,9,19,2,21
S00153509,12,21,1,0
S00153510,7,7,0,37
S00153511,20,21,2,31
S00153512,12,11,3,16
S00153513,25,16,1,31
S00153514,28,24,2,8
S00153515,20,16,0,13
S00153516,31,28,3,5
S00153517,24,15,1,3
S00153518,23,14,1,1
S00153519,34,24,3,10
S00153520,33,25,6,8
S00153521,6,4,2,26
S00153522,16,11,2,1
S00153523,18,10,0,34
S00153524,22,17,1,31
S00153525,14,8,3,15
S00153526,17,19,4,24
S00153527,5,9,2,30
S00153528,16,19,5,12
S00153529,11,3,3,37
S00153530,4,4,1,32
S00153531,8,12,1,32
S00153532,11,3,3,19
S00153533,3,7,0,39
S00153534,6,8,1,25
S00153535,15,11,3,13
S00153536,17,10,1,25
S00153537,12,7,3,32
S00153538,24,20,6,1
S00153539,13,9,7,10
S00153540,29,10,15,3
S00153541,33,25,17,6
S00153542,42,13,23,2
S00153543,38,22,5,1
S00153544,2,3,1,50
S00153545,31,8,3,18
S00153546,17,10,4,7
S00153547,18,20,15,15
S00153548,14,4,9,39
S00153549,18,10,0,2
S00153550,22,16,12,5
S00153551,35,28,4,2
S00153552,14,7,3,3
S00153553,35,33,2,3
S00153554,29,8,5,7
S00153555,17,11,8,12
S00153556,16,15,8,8
S00153557,24,12,5,15
S00153558,32,16,6,7
S00153559,35,16,1,0
S00153560,11,6,5,12
S00153561,33,11,2,6
S00153562,16,15,1,17
S00153563,34,33,0,2
S00153564,23,10,27,8
S00153565,8,10,8,19
S00153566,13,16,5,7
S00153567,16,15,2,9
S00153568,14,17,11,3
S00153569,15,17,4,3
S00153570,36,17,11,9
S00153571,21,12,2,3
S00153572,25,19,0,3
S00153573,24,18,3,6
S00153574,20,15,6,2
S00153575,23,13,4,8
S00153576,18,12,8,7
S00153577,12,9,7,12
S00153578,25,19,13,28
S00153579,21,21,7,1
S00153580,13,12,5,14
S00153581,30,35,2,1
S00153582,11,5,7,29
S00153583,9,9,9,9
S00153584,14,13,3,9
S00153585,18,17,10,0
S00153586,21,15,0,3
S00153587,11,8,2,17
S00153588,27,16,0,1
S00153589,23,23,5,2
S00153590,18,11,3,9
S00153591,23,14,1,1
S00153592,35,5,7,3
S00153593,36,10,18,3
S00153594,17,14,9,34
S00153595,25,18,8,2
S00153596,29,14,0,0
S00153597,35,23,9,1
S00153598,22,12,3,1
S00153599,17,24,6,3
S00153600,48,14,2,3
S00153601,28,18,1,0
S00153602,21,4,3,12
S00153603,23,19,4,1
S00153604,12,14,4,10
S00153605,24,17,2,1
S00153606,35,24,3,3
S00153607,33,28,1,1
S00153608,29,19,5,23
S00153609,25,14,1,1
S00153610,31,47,1,2
S00153611,29,21,2,2
S00153612,23,5,7,1
S00153613,33,34,4,3
S00153614,36,8,2,8
S00153615,32,14,14,0
S00153616,24,13,19,1
S00153617,44,9,3,1
S00153618,37,16,15,4
S00153619,35,9,31,6
S00153620,39,20,2,8
S00153621,19,11,1,8
S00153622,26,24,4,10
S00153623,49,20,2,1
S00153624,28,10,4,3
S00153625,32,27,3,0
S00153626,17,13,13,5
S00153627,16,12,12,0
S00153628,17,12,16,4
S00153629,17,7,8,14
S00153630,4,29,8,3
S00153631,37,9,6,2
S00153632,5,15,34,4
S00153633,1,14,3,22
S00153634,0,1,29,2
S00153635,13,10,2,44
S00153636,38,22,1,2
S00153637,25,14,3,5
S00153638,15,19,12,11
S00153639,1,0,36,1
S00153640,1,1,38,0
S00153641,22,9,12,7
S00153642,27,15,6,6
S00153643,17,13,2,25
S00153644,32,9,0,1
S00153645,0,3,30,10
S00153646,1,1,34,1
S00153647,21,20,12,14
S00153648,24,12,5,2
S00153649,19,14,4,1
S00153650,0,2,29,8
S00153651,23,9,2,11
S00153652,27,23,3,0
S00153653,46,18,0,5
S00153654,0,1,23,5
S00153655,40,26,0,4
S00153656,13,10,1,10
S00153657,1,0,36,3
S00153658,38,29,3,1
S00153659,1,4,29,1
S00153660,18,13,1,1
S00153661,8,17,5,1
S00153662,14,11,6,23
S00153663,21,9,8,3
S00153664,0,0,4,50
S00153665,42,20,1,3
S00153666,12,12,2,13
S00153667,16,11,6,1
S00153668,19,12,12,0
S00153669,8,18,31,4
S00153670,25,12,18,4
S00153671,27,16,6,3
S00153672,8,32,5,23
S00153673,8,8,24,6
S00153674,10,33,3,2
S00153675,23,7,12,5
S00153676,42,14,7,2
S00153677,21,15,3,10
S00153678,21,16,11,10
S00153679,25,14,11,4
S00153680,28,18,4,13
S00153681,16,11,2,12
S00153682,23,9,11,2
S00153683,22,12,4,4
S00153684,31,22,7,10
S00153685,27,13,4,6
S00153686,11,7,3,21
S00153687,26,19,18,11
S00153688,8,10,14,14
S00153689,5,9,4,42
S00153690,25,19,2,5
S00153691,16,4,4,19
S00153692,22,26,11,3
S00153693,32,20,3,6
S00153694,31,10,6,5
S00153695,28,12,10,2
S00153696,2,1,3,33
S00153697,20,9,3,10
S00153698,26,15,2,3
S00153699,16,8,11,0
S00153700,18,14,5,2
S00153701,23,27,5,22
S00153702,34,10,28,6
S00153703,20,4,32,1
S00153704,16,7,4,1
S00153705,21,5,48,10
S00153706,26,21,5,8
S00153707,14,15,0,1
S00153708,22,11,5,0
S00153709,29,5,9,9
S00153710,7,5,17,1
S00153711,44,14,15,5
S00153712,12,1,7,26
S00153713,23,0,31,0
S00153714,5,2,17,23
S00153715,6,1,30,2
S00153716,8,3,43,4
S00153717,5,6,35,9
S00153718,9,5,39,17
S00153719,23,6,35,3
S00153720,8,1,26,6
S00153721,14,5,38,7
S00153722,31,13,5,2
S00153723,5,1,33,4
S00153724,3,1,45,4
S00153725,3,6,50,1
S00153726,3,4,32,1
S00153727,35,2,11,3
S00153728,15,9,9,2
S00153729,16,5,38,3
S00153730,7,7,22,16
S00153731,8,1,22,3
S00153732,26,10,38,1
S00153733,15,7,24,6
S00153734,18,5,27,3
S00153735,18,8,30,2
S00153736,16,6,26,2
S00153737,38,9,13,2
S00153738,10,1,27,9
S00153739,15,11,8,5
S00153740,40,4,7,2
S00153741,32,22,16,6
S00153742,24,20,2,0
S00153743,27,13,6,1
S00153744,27,8,8,2
S00153745,17,3,27,4
S00153746,10,7,47,14
S00153747,38,29,8,9
S00153748,9,3,38,5
S00153749,11,6,27,17
S00153750,2,4,17,41
S00153751,15,5,27,0
S00153752,30,14,2,1
S00153753,12,2,7,30
S00153754,20,20,0,26
S00153755,5,1,27,19
S00153756,44,21,4,2
S00153757,41,13,7,3
S00153758,15,4,16,22
S00153759,21,5,3,2
S00153760,48,14,6,1
S00153761,12,8,21,2
S00153762,11,2,28,16
S00153763,26,7,0,0
S00153764,12,19,15,36
S00153765,31,12,1,1
S00153766,7,1,33,24
S00153767,17,2,26,2
S00153768,15,5,30,21
S00153769,19,6,6,0
S00153770,33,7,2,0
S00153771,16,4,18,5
S00153772,4,1,3,43
S00153773,15,3,36,21
S00153774,20,11,13,0
S00153775,37,8,3,1
S00153776,13,3,12,11
S00153777,28,9,1,1
S00153778,11,7,35,19
S00153779,22,7,8,3
S00153780,2,7,11,7
S00153781,30,13,3,1
S00153782,8,8,21,7
S00153783,17,1,12,21
S00153784,16,10,12,15
S00153785,18,6,11,14
S00153786,13,9,3,3
S00153787,31,21,12,0
S00153788,16,7,10,6
S00153789,31,2,9,3
S00153790,33,10,9,2
S00153791,34,26,7,1
S00153792,33,14,11,2
S00153793,6,7,17,21
S00153794,13,2,10,13
S00153795,14,6,18,11
S00153796,39,19,9,0
S00153797,25,14,2,0
S00153798,18,8,22,24
S00153799,30,6,6,1
S00153800,12,11,7,2
S00153801,25,13,9,1
S00153802,34,9,11,3
S00153803,28,13,6,1
S00153804,27,13,4,0
S00153805,23,7,0,1
S00153806,17,8,11,21
S00153807,12,0,10,8
S00153808,38,5,3,1
S00153809,34,20,9,1
S00153810,15,7,8,11
S00153811,28,6,6,1
S00153812,21,11,8,17
S00153813,6,8,21,22
S00153814,24,11,1,0
S00153815,15,11,7,12
S00153816,34,10,5,2
S00153817,29,11,4,0
S00153818,5,8,23,20
S00153819,19,8,16,6
S00153820,35,16,5,1
S00153821,13,6,13,15
S00153822,44,10,12,1
S00153823,19,30,7,15
S00153824,41,12,4,1
S00153825,17,7,14,15
S00153826,30,8,4,1
S00153827,18,12,10,3
S00153828,35,11,14,2
S00153829,27,9,12,5
S00153830,11,4,6,24
S00153831,23,19,9,15
S00153832,31,11,3,1
S00153833,8,8,4,16
S00153834,15,18,20,7
S00153835,53,14,4,2
S00153836,24,8,8,2
S00153837,18,13,23,2
S00153838,40,21,4,4
S00153839,42,16,3,1
S00153840,38,16,11,4
S00153841,34,9,0,2
S00153842,21,14,3,16
S00153843,12,12,2,13
S00153844,30,29,3,1
S00153845,19,9,5,3
S00153846,23,25,6,1
S00153847,15,12,10,32
S00153848,43,15,6,3
S00153849,18,25,2,12
S00153850,2,9,3,17
S00153851,4,2,10,29
S00153852,6,8,0,46
S00153853,36,18,9,7
S00153854,8,12,4,26
S00153855,4,12,9,24
S00153856,6,7,4,24
S00153857,13,7,21,37
S00153858,8,14,5,35
S00153859,5,8,6,24
S00153860,16,17,11,21
S00153861,51,22,1,0
S00153862,13,7,4,6
S00153863,18,14,6,3
S00153864,24,17,12,18
S00153865,17,11,10,3
S00153866,18,13,10,18
S00153867,21,15,1,1
S00153868,36,19,2,5
S00153869,11,6,22,36
S00153870,15,10,12,27
S00153871,5,5,0,41
S00153872,9,12,18,18
S00153873,2,13,33,5
S00153874,31,7,30,6
S00153875,6,21,0,4
S00153876,12,7,15,0
S00153877,6,15,35,14
S00153878,48,5,14,1
S00153879,17,21,27,6
S00153880,32,35,5,0
S00153881,21,8,3,1
S00153882,10,11,9,6
S00153883,28,20,1,1
S00153884,39,11,2,0
S00153885,15,11,11,32
S00153886,37,14,4,4
S00153887,21,18,17,25
S00153888,21,10,3,8
S00153889,19,23,12,5
S00153890,29,27,5,9
S00153891,15,25,1,0
S00153892,38,16,2,3
S00153893,10,6,7,31
S00153894,17,20,4,2
S00153895,16,17,15,4
S00153896,26,37,3,1
S00153897,35,20,8,2
S00153898,28,18,5,0
S00153899,27,5,1,2
S00153900,22,13,0,34
S00153901,26,20,0,0
S00153902,11,16,3,1
S00153903,21,6,0,15
S00153904,36,15,22,4
S00153905,36,14,0,4
S00153906,36,5,4,0
S00153907,48,12,1,4
S00153908,57,15,10,1
S00153909,18,14,17,3
S00153910,27,11,5,0
S00153911,19,11,2,1
S00153912,22,12,5,13
S00153913,32,17,3,2
S00153914,55,16,1,0
S00153915,26,16,5,0
S00153916,24,15,4,0
S00153917,28,10,5,20
S00153918,3,34,2,1
S00153919,23,13,10,6
S00153920,38,10,2,2
S00153921,43,8,2,2
S00153922,25,17,3,8
S00153923,35,10,12,0
S00153924,18,12,2,1
S00153925,37,17,15,8
S00153926,27,7,12,10
S00153927,20,6,20,4
S00153928,30,8,1,2
S00153929,21,9,19,8
S00153930,25,4,4,2
S00153931,9,11,16,2
S00153932,43,13,0,2
S00153933,46,7,16,9
S00153934,31,8,9,12
S00153935,14,12,3,5
S00153936,21,29,4,17
S00153937,23,13,2,2
S00153938,29,32,4,5
S00153939,21,8,1,10
S00153940,12,17,0,16
S00153941,17,16,3,24
S00153942,34,3,0,1
S00153943,27,25,8,9
S00153944,3,13,5,29
S00153945,22,20,2,2
S00153946,16,11,0,32
S00153947,38,34,10,6
S00153948,39,10,10,12
S00153949,17,11,1,17
S00153950,30,16,5,4
S00153951,21,21,3,29
S00153952,6,23,0,12
S00153953,21,9,2,1
S00153954,37,22,13,9
S00153955,15,15,2,19
S00153956,45,2,5,1
S00153957,8,10,4,21
S00153958,18,14,1,11
S00153959,27,16,2,9
S00153960,22,23,6,2
S00153961,25,16,6,8
S00153962,24,13,0,14
S00153963,19,19,5,40
S00153964,32,22,4,2
S00153965,33,14,7,2
S00153966,43,25,5,1
S00153967,30,19,5,1
S00153968,18,16,1,4
S00153969,40,23,6,1
S00153970,23,28,4,9
S00153971,20,12,9,3
S00153972,19,11,8,7
S00153973,15,7,7,1
S00153974,18,6,6,7
S00153975,41,29,3,0
S00153976,21,10,9,5
S00153977,16,9,1,5
S00153978,20,10,4,5
S00153979,22,9,7,3
S00153980,39,24,0,1
S00153981,30,18,3,7
S00153982,21,13,9,5
S00153983,26,15,3,23
S00153984,27,17,4,3
S00153985,26,18,1,17
S00153986,43,19,8,2
S00153987,23,26,6,12
S00153988,26,15,5,27
S00153989,38,10,4,7
S00153990,22,15,3,12
S00153991,14,13,1,7
S00153992,19,20,1,25
S00153993,27,10,9,2
S00153994,34,27,7,9
S00153995,24,14,3,9
S00153996,18,13,5,5
S00153997,22,8,5,6
S00153998,29,21,2,1
S00153999,16,4,10,13
S00154000,25,21,5,7
S00154001,16,21,10,29
S00154002,20,12,5,0
S00154003,11,14,1,2
S00154004,33,17,5,5
S00154005,27,12,7,0
S00154006,27,24,0,2
S00154007,6,2,16,7
S00154008,36,15,7,6
S00154009,10,9,4,2
S00154010,37,15,4,3
S00154011,29,16,3,6
S00154012,21,26,7,16
S00154013,14,13,10,4
S00154014,42,17,7,6
S00154015,25,23,7,8
S00154016,17,9,12,6
S00154017,11,6,11,54
S00154018,50,18,4,0
S00154019,26,12,6,11
S00154020,25,14,0,5
S00154021,25,16,1,3
S00154022,46,15,4,1
S00154023,36,23,3,3
S00154024,21,20,3,1
S00154025,22,5,12,2
S00154026,20,9,2,5
S00154027,29,7,3,8
S00154028,18,10,4,18
S00154029,4,7,19,2
S00154030,29,4,2,2
S00154031,15,11,2,17
S00154032,17,12,1,12
S00154033,24,17,3,7
S00154034,11,8,10,2
S00154035,22,18,8,2
S00154036,32,25,4,1
S00154037,34,24,12,3
S00154038,18,9,2,21
S00154039,26,8,11,7
S00154040,15,2,10,15
S00154041,35,12,3,5
S00154042,1,1,4,28
S00154043,51,7,7,0
S00154044,48,33,1,4
S00154045,38,14,4,0
S00154046,19,16,6,4
S00154047,9,10,5,12
S00154048,23,6,7,2
S00154049,21,9,5,2
S00154050,21,29,9,19
S00154051,17,4,6,24
S00154052,19,8,1,7
S00154053,14,10,4,8
S00154054,34,28,3,2
S00154055,15,8,7,1
S00154056,33,16,2,3
S00154057,15,21,8,9
S00154058,10,23,1,2
S00154059,14,13,0,1
S00154060,17,15,3,2
S00154061,35,16,2,13
S00154062,26,7,7,1
S00154063,22,12,5,0
S00154064,34,14,1,1
S00154065,35,20,3,15
S00154066,20,7,7,2
S00154067,26,9,5,1
S00154068,21,9,13,2
S00154069,12,11,15,4
S00154070,46,22,6,2
S00154071,40,19,7,7
S00154072,29,11,6,3
S00154073,25,5,8,14
S00154074,21,7,16,1
S00154075,16,10,3,1
S00154076,24,5,2,4
S00154077,32,6,8,10
S00154078,29,19,7,3
S00154079,8,16,3,24
S00154080,23,13,27,7
S00154081,33,21,6,5
S00154082,7,21,3,28
S00154083,22,7,10,1
S00154084,41,14,1,1
S00154085,14,11,3,18
S00154086,26,6,0,0
S00154087,17,24,5,10
S00154088,25,25,9,1
S00154089,19,21,3,5
S00154090,21,21,2,21
S00154091,33,23,12,19
S00154092,6,11,0,47
S00154093,22,9,0,18
S00154094,40,21,4,2
S00154095,10,10,7,12
S00154096,1,18,5,13
S00154097,32,23,2,8
S00154098,27,29,1,0
S00154099,27,21,9,1
S00154100,21,4,2,14
S00154101,11,13,4,4
S00154102,15,19,4,3
S00154103,19,6,17,1
S00154104,24,20,1,1
S00154105,22,1,3,21
S00154106,20,11,5,19
S00154107,19,3,29,35
S00154108,22,6,3,3
S00154109,21,10,11,34
S00154110,43,23,2,2
S00154111,29,7,12,4
S00154112,31,18,5,10
S00154113,16,12,1,3
S00154114,33,17,7,1
S00154115,13,12,11,12
S00154116,25,26,1,0
S00154117,20,11,1,1
S00154118,22,8,0,1
S00154119,19,24,1,0
S00154120,21,11,5,16
S00154121,48,15,8,0
S00154122,16,28,1,0
S00154123,35,5,7,7
S00154124,16,11,18,3
S00154125,17,10,4,3
S00154126,22,14,3,1
S00154127,15,7,1,8
S00154128,15,14,6,19
S00154129,17,13,3,4
S00154130,22,8,1,8
S00154131,38,23,0,3
S00154132,32,16,3,4
S00154133,20,13,3,38
S00154134,43,17,7,14
S00154135,29,10,0,2
S00154136,53,15,0,1
S00154137,23,39,1,4
S00154138,20,12,3,18
S00154139,32,13,1,4
S00154140,29,15,3,0
S00154141,33,33,3,1
S00154142,0,3,0,57
S00154143,1,2,0,51
S00154144,25,13,2,21
S00154145,12,9,6,18
S00154146,22,23,2,22
S00154147,57,14,4,0
S00154148,4,10,1,48
S00154149,26,18,5,6
S00154150,26,40,3,0
S00154151,2,1,1,23
S00154152,9,8,3,49
S00154153,6,6,0,20
S00154154,25,16,2,6
S00154155,24,14,1,1
S00154156,15,18,5,12
S00154157,6,6,3,15
S00154158,3,3,0,32
S00154159,1,0,1,44
S00154160,15,20,1,1
S00154161,12,6,2,35
S00154162,34,12,4,2
S00154163,11,15,1,4
S00154164,32,7,4,1
S00154165,9,46,2,1
S00154166,5,5,3,25
S00154167,13,12,12,18
S00154168,46,28,1,0
S00154169,28,10,2,1
S00154170,9,16,1,35
S00154171,1,10,1,35
S00154172,5,5,1,20
S00154173,34,14,3,1
S00154174,9,15,0,22
S00154175,41,10,0,0
S00154176,21,13,5,18
S00154177,10,18,7,8
S00154178,24,20,7,11
S00154179,11,16,2,24
S00154180,27,16,1,11
S00154181,1,11,3,31
S00154182,3,11,5,27
S00154183,13,13,4,1
S00154184,13,14,2,27
S00154185,20,21,6,12
S00154186,34,13,2,9
S00154187,14,12,4,7
S00154188,6,10,6,37
S00154189,12,7,3,29
S00154190,31,7,0,2
S00154191,9,21,2,20
S00154192,7,17,1,29
S00154193,23,10,6,1
S00154194,2,3,3,32
S00154195,18,6,4,16
S00154196,11,14,0,5
S00154197,12,13,1,6
S00154198,48,14,8,9
S00154199,13,7,5,23
S00154200,3,10,2,29
S00154201,36,17,7,4
S00154202,25,10,2,0
S00154203,16,11,0,0
S00154204,26,7,1,4
S00154205,30,16,2,10
S00154206,25,13,2,0
S00154207,9,13,3,37
S00154208,12,12,2,10
S00154209,8,12,11,24
S00154210,26,13,2,8
S00154211,20,10,9,7
S00154212,31,19,6,0
S00154213,9,10,5,22
S00154214,19,7,5,10
S00154215,40,11,4,3
S00154216,20,10,0,0
S00154217,17,46,0,1
S00154218,10,52,1,3
S00154219,23,13,0,1
S00154220,15,7,9,15
S00154221,5,7,3,36
S00154222,12,5,9,38
S00154223,20,7,6,0
S00154224,6,12,9,20
S00154225,40,15,9,1
S00154226,42,15,4,0
S00154227,15,52,7,3
S00154228,16,7,10,27
S00154229,42,15,5,2
S00154230,6,12,7,17
S00154231,29,13,1,1
S00154232,29,5,0,2
S00154233,17,18,7,12
S00154234,22,25,1,7
S00154235,5,1,13,53
S00154236,33,9,13,4
S00154237,16,15,1,19
S00154238,34,11,12,8
S00154239,27,14,7,18
S00154240,38,22,0,0
S00154241,9,25,6,14
S00154242,48,12,7,6
S00154243,32,6,0,1
S00154244,20,15,1,5
S00154245,16,27,11,1
S00154246,35,9,1,2
S00154247,19,25,9,2
S00154248,9,15,9,35
S00154249,6,9,1,17
S00154250,14,10,4,32
S00154251,23,24,3,1
S00154252,17,11,5,43
S00154253,29,8,1,3
S00154254,9,19,2,0
S00154255,12,11,1,2
S00154256,28,16,6,15
S00154257,7,4,7,19
S00154258,27,17,7,1
S00154259,37,8,1,0
S00154260,21,10,5,20
S00154261,13,5,15,28
S00154262,56,16,0,4
S00154263,19,8,2,11
S00154264,32,21,0,2
S00154265,26,16,4,3
S00154266,27,10,8,8
S00154267,26,10,2,20
S00154268,34,8,2,0
S00154269,10,15,14,31
S00154270,30,13,3,25
S00154271,28,27,4,0
S00154272,9,9,6,38
S00154273,30,12,0,0
S00154274,10,6,0,30
S00154275,11,31,1,9
S00154276,16,8,0,17
S00154277,5,13,3,31
S00154278,15,15,9,36
S00154279,16,8,3,19
S00154280,25,17,1,1
S00154281,12,3,2,20
S00154282,27,30,1,9
S00154283,14,18,8,6
S00154284,20,4,10,18
S00154285,17,13,15,22
S00154286,24,9,0,2
S00154287,15,30,1,1
S00154288,14,8,4,22
S00154289,16,18,2,19
S00154290,11,12,4,12
S00154291,24,19,0,2
S00154292,25,23,1,5
S00154293,39,24,1,1
S00154294,26,15,10,34
S00154295,18,11,1,19
S00154296,14,17,1,26
S00154297,15,15,2,0
S00154298,14,22,7,12
S00154299,25,28,0,2
S00154300,17,17,5,6
S00154301,45,15,2,0
S00154302,25,25,0,0
S00154303,28,14,2,1
S00154304,11,9,7,15
S00154305,30,11,0,1
S00154306,23,15,10,3
S00154307,20,6,11,11
S00154308,28,22,7,6
S00154309,17,18,1,12
