areacode,hhsize_1,hhsize_2,hhsize_3,hhsize_4,hhsize_5,hhsize_6,hhsize_7,hhsize_8
S00163518,10,16,4,3,4,0,1,0
S00163519,20,14,12,8,2,2,1,1
S00163520,14,10,10,2,3,0,0,0
S00163521,31,17,11,5,1,0,0,0
S00163522,31,26,4,3,1,0,0,0
S00163523,21,15,10,1,0,0,0,0
S00163524,67,6,2,0,0,0,0,0
S00163525,16,20,3,2,3,0,1,3
S00163526,19,33,9,8,3,0,0,0
S00163527,26,28,16,4,3,2,0,0
S00163528,31,20,12,5,0,0,1,0
S00163529,30,23,14,5,0,0,1,1
S00163530,20,14,4,2,2,3,1,0
S00163531,15,32,14,9,0,0,1,0
S00163532,30,24,7,6,2,0,1,0
S00163533,28,24,2,2,1,1,0,1
S00163534,6,17,6,3,0,1,1,0
S00163535,19,19,4,3,0,0,0,0
S00163536,43,19,7,7,1,0,1,0
S00163537,31,28,5,4,1,0,1,0
S00163538,28,14,5,1,2,0,0,0
S00163539,35,16,8,6,0,1,1,1
S00163540,24,7,7,2,3,0,0,0
S00163541,35,7,1,3,0,0,1,0
S00163542,18,16,3,6,1,1,0,0
S00163543,19,13,4,1,1,1,0,0
S00163544,28,26,8,4,0,0,0,0
S00163545,28,19,3,2,1,0,0,0
S00163546,23,18,8,11,2,1,2,0
S00163547,31,12,4,1,0,0,0,0
S00163548,45,21,13,6,1,0,1,0
S00163549,10,31,11,12,1,0,1,0
S00163550,35,18,12,3,1,1,0,2
S00163551,23,35,10,6,1,1,1,0
S00163552,15,15,9,2,1,1,0,0
S00163553,16,15,7,5,0,0,1,0
S00163554,12,10,5,4,3,0,0,0
S00163555,11,14,6,8,1,2,1,0
S00163556,19,13,9,2,0,0,0,1
S00163557,22,24,9,4,0,2,0,0
S00163558,21,11,4,6,1,0,1,0
S00163559,12,12,4,7,3,0,0,1
S00163560,20,17,12,2,0,0,0,0
S00163561,38,14,6,10,0,0,0,0
S00163562,35,11,0,0,1,1,0,0
S00163563,11,14,3,9,0,0,0,0
S00163564,7,13,6,4,1,0,0,0
S00163565,23,29,6,3,2,0,0,0
S00163566,16,23,3,4,0,0,0,0
S00163567,17,14,3,3,2,0,0,0
S00163568,20,28,10,4,3,1,1,0
S00163569,15,22,7,2,0,1,1,0
S00163570,6,16,5,20,0,1,0,0
S00163571,7,20,6,4,1,0,0,1
S00163572,21,23,10,12,3,0,0,0
S00163573,18,9,5,8,0,0,0,0
S00163574,11,19,6,3,1,2,0,0
S00163575,12,42,7,5,1,0,1,1
S00163576,23,8,7,3,0,0,0,0
S00163577,23,17,11,13,1,0,0,0
S00163578,19,19,7,10,1,1,0,0
S00163579,26,18,10,6,1,0,2,0
S00163580,31,18,4,2,0,2,0,1
S00163581,16,39,14,4,3,0,2,0
S00163582,3,15,10,7,1,0,0,0
S00163583,29,31,8,4,2,0,0,0
S00163584,20,18,9,7,0,3,1,3
S00163585,13,10,10,9,1,0,1,0
S00163586,10,16,8,4,1,2,0,0
S00163587,23,20,16,11,6,1,0,0
S00163588,15,14,10,2,2,1,1,1
S00163589,6,7,4,7,1,1,3,0
S00163590,10,14,13,19,2,0,1,0
S00163591,13,9,8,4,0,0,0,1
S00163592,22,21,5,5,3,1,0,0
S00163593,14,18,3,5,2,1,0,0
S00163594,16,18,3,1,0,1,1,0
S00163595,10,16,7,2,5,1,1,0
S00163596,20,14,4,5,0,0,1,0
S00163597,32,24,9,3,0,0,0,0
S00163598,7,17,11,9,0,1,1,0
S00163599,24,17,10,0,2,0,1,0
S00163600,5,19,10,3,0,1,0,1
S00163601,24,14,11,6,0,0,1,0
S00163602,10,16,8,10,1,1,0,0
S00163603,4,11,7,13,1,2,1,0
S00163604,40,15,6,3,0,0,0,0
S00163605,15,26,7,9,4,1,1,0
S00163606,17,21,4,8,2,2,0,0
S00163607,9,18,10,1,4,2,0,0
S00163608,6,13,5,2,0,1,1,0
S00163609,11,7,1,6,2,0,1,0
S00163610,22,29,8,4,2,0,0,0
S00163611,24,21,7,8,3,2,1,0
S00163612,17,20,2,4,2,1,1,0
S00163613,14,27,6,4,0,0,0,1
S00163614,36,14,7,2,1,0,0,1
S00163615,15,12,3,1,4,0,0,0
S00163616,13,18,5,4,3,0,0,0
S00163617,32,13,5,0,0,0,1,0
S00163618,13,15,8,6,0,0,0,0
S00163619,17,19,5,1,1,0,0,0
S00163620,8,15,11,15,4,2,1,0
S00163621,25,18,2,3,2,1,0,0
S00163622,6,18,14,20,3,0,1,0
S00163623,18,14,6,8,3,0,2,0
S00163624,18,13,14,7,1,1,1,1
S00163625,13,26,7,9,4,0,0,0
S00163626,23,19,6,15,4,3,0,1
S00163627,8,17,7,1,0,0,1,0
S00163628,11,19,5,11,0,0,1,0
S00163629,15,20,3,6,0,0,0,0
S00163630,38,20,9,7,2,0,0,0
S00163631,30,18,8,6,4,1,0,0
S00163632,13,24,10,14,3,0,0,1
S00163633,19,20,3,3,0,0,0,0
S00163634,6,21,5,15,3,1,1,0
S00163635,34,20,6,7,0,0,0,0
S00163636,26,24,11,16,0,0,1,1
S00163637,27,18,0,2,0,0,1,1
S00163638,34,27,5,5,0,0,0,0
S00163639,26,21,10,5,1,0,0,0
S00163640,19,17,6,10,5,0,0,1
S00163641,16,23,6,3,0,0,1,0
S00163642,9,18,10,4,3,1,1,0
S00163643,14,22,9,4,2,1,1,1
S00163644,16,16,2,8,1,0,0,0
S00163645,10,18,13,13,5,0,0,0
S00163646,6,20,10,3,2,0,0,0
S00163647,5,9,9,6,4,1,0,2
S00163648,13,30,14,19,3,1,0,0
S00163649,2,24,11,14,9,0,1,0
S00163650,5,15,14,12,2,1,0,1
S00163651,25,15,11,7,5,0,0,0
S00163652,16,19,8,3,0,0,1,0
S00163653,26,29,7,6,4,0,0,0
S00163654,13,21,18,18,4,0,0,0
S00163655,12,23,5,9,0,1,0,1
S00163656,5,17,4,3,3,1,0,0
S00163657,11,31,14,7,2,4,0,0
S00163658,10,12,13,9,1,1,2,1
S00163659,11,9,8,3,2,0,0,1
S00163660,13,14,7,5,2,0,0,0
S00163661,23,22,4,0,0,1,0,0
S00163662,25,17,5,1,0,0,0,1
S00163663,5,20,6,25,7,1,2,0
S00163664,21,35,10,7,1,0,1,0
S00163665,9,25,22,21,2,1,0,0
S00163666,27,20,13,9,0,1,1,1
S00163667,33,22,5,1,0,1,0,1
S00163668,7,21,21,9,1,0,0,0
S00163669,12,25,12,11,6,0,0,1
S00163670,18,24,14,13,6,2,0,0
S00163671,17,18,14,16,4,1,0,0
S00163672,8,16,6,2,0,1,0,0
S00163673,15,20,16,20,6,2,0,0
S00163674,5,19,14,15,3,3,0,0
S00163675,16,37,9,3,2,1,0,0
S00163676,12,22,16,13,4,0,0,0
S00163677,3,17,4,1,1,0,1,0
S00163678,17,22,15,15,7,0,0,0
S00163679,7,10,11,4,1,0,1,0
S00163680,17,10,6,10,1,2,0,0
S00163681,18,9,2,2,2,1,0,0
S00163682,25,19,9,4,3,0,1,0
S00163683,0,21,2,16,0,0,0,0
S00163684,9,20,8,13,4,0,1,0
S00163685,13,26,10,9,1,1,0,0
S00163686,7,13,10,11,1,0,0,0
S00163687,10,27,6,8,0,1,0,0
S00163688,6,18,10,9,1,0,0,0
S00163689,11,10,16,14,0,1,1,0
S00163690,9,21,8,6,1,1,1,0
S00163691,9,15,5,5,6,1,0,0
S00163692,15,27,11,10,3,3,2,1
S00163693,19,22,9,4,3,0,1,3
S00163694,13,16,2,2,0,0,0,0
S00163695,16,24,12,3,2,0,0,0
S00163696,15,35,11,9,2,2,1,0
S00163697,6,9,10,4,1,0,0,2
S00163698,5,18,8,5,4,3,0,0
S00163699,35,19,2,2,1,0,0,0
S00163700,24,23,4,2,2,0,0,0
S00163701,9,25,10,7,5,3,0,0
S00163702,17,41,11,6,5,0,1,0
S00163703,30,28,8,2,0,0,0,0
S00163704,28,21,11,12,3,1,1,0
S00163705,13,39,4,3,1,0,0,3
S00163706,22,26,7,17,4,2,1,0
S00163707,7,11,7,4,3,0,1,1
S00163708,17,22,2,12,5,1,0,0
S00163709,14,32,6,11,6,2,0,1
S00163710,17,25,7,6,2,0,1,0
S00163711,14,15,4,4,1,0,2,0
S00163712,6,11,8,3,1,0,0,0
S00163713,32,23,9,1,1,0,0,1
S00163714,10,13,3,5,4,0,1,0
S00163715,13,36,3,3,2,2,1,1
S00163716,13,16,7,10,1,0,0,0
S00163717,16,18,0,4,0,0,0,1
S00163718,22,17,3,8,0,0,0,0
S00163719,13,31,8,8,4,1,0,1
S00163720,18,11,10,8,2,1,1,1
S00163721,23,18,3,7,0,0,1,1
S00163722,30,31,6,3,1,0,1,0
S00163723,27,29,11,10,2,1,0,0
S00163724,13,18,6,7,0,1,0,1
S00163725,9,25,7,5,1,3,1,0
S00163726,8,20,1,5,0,0,0,0
S00163727,5,11,2,9,1,0,0,1
S00163728,8,17,4,3,0,1,0,0
S00163729,24,30,8,9,2,1,1,2
S00163730,20,28,16,6,2,0,0,0
S00163731,21,17,6,0,0,0,0,0
S00163732,7,24,15,5,1,2,2,1
S00163733,9,35,9,7,0,3,0,0
S00163734,22,30,13,8,3,2,0,0
S00163735,29,27,7,8,0,1,0,0
S00163736,32,29,5,4,0,1,2,1
S00163737,13,22,8,3,1,1,0,0
S00163738,16,23,2,5,1,0,0,0
S00163739,21,19,9,6,4,0,0,2
S00163740,14,24,5,11,1,2,1,2
S00163741,15,15,15,3,0,1,0,0
S00163742,22,21,3,4,0,0,0,1
S00163743,23,20,7,3,2,0,3,0
S00163744,21,41,7,5,1,0,0,0
S00163745,22,29,18,8,0,1,1,0
S00163746,8,14,0,6,0,0,1,0
S00163747,20,20,7,1,1,0,0,1
S00163748,11,13,7,2,0,0,1,0
S00163749,26,13,6,4,4,1,0,0
S00163750,37,11,4,5,4,1,0,0
S00163751,17,33,10,11,5,1,1,0
S00163752,14,19,9,5,1,2,2,1
S00163753,17,25,10,6,3,1,0,0
S00163754,21,37,11,5,3,0,1,0
S00163755,21,21,6,0,3,0,0,0
S00163756,10,15,9,2,3,1,0,0
S00163757,11,29,2,6,4,0,0,0
S00163758,20,26,7,7,1,2,0,0
S00163759,29,26,4,7,4,1,1,1
S00163760,14,19,7,6,4,0,0,0
S00163761,14,14,6,7,3,0,0,0
S00163762,14,12,7,6,2,2,1,1
S00163763,21,17,8,3,0,0,2,0
S00163764,40,24,7,5,1,0,1,0
S00163765,30,25,4,6,2,0,0,0
S00163766,12,17,4,3,2,0,0,0
S00163767,13,12,4,1,1,1,0,0
S00163768,12,13,6,3,0,1,3,0
S00163769,29,12,1,1,0,0,0,0
S00163770,21,22,7,5,1,0,0,0
S00163771,23,21,3,4,0,2,0,0
S00163772,6,12,7,7,3,1,1,2
S00163773,14,9,9,6,4,0,0,1
S00163774,32,21,2,0,0,0,0,0
S00163775,16,16,9,6,0,1,1,1
S00163776,40,18,11,7,0,0,1,0
S00163777,6,13,4,4,2,1,0,0
S00163778,26,25,4,5,0,0,0,0
S00163779,9,12,6,9,4,0,1,0
S00163780,9,23,9,6,3,2,0,0
S00163781,19,10,4,4,0,0,0,0
S00163782,17,15,10,4,3,1,0,2
S00163783,48,15,7,1,2,1,0,0
S00163784,19,16,4,0,2,0,2,0
S00163785,7,17,3,3,1,1,0,0
S00163786,19,21,6,5,6,1,1,0
S00163787,21,37,7,9,7,0,0,0
S00163788,35,19,6,4,2,0,0,1
S00163789,16,17,5,6,2,2,0,0
S00163790,21,18,6,5,2,0,0,0
S00163791,21,32,8,5,3,1,0,1
S00163792,32,30,3,6,0,0,0,0
S00163793,25,8,4,6,0,2,0,0
S00163794,16,21,6,5,3,0,0,0
S00163795,22,15,5,3,1,1,0,0
S00163796,26,27,6,5,3,0,0,0
S00163797,21,22,4,3,1,0,1,0
S00163798,20,23,6,8,3,1,0,0
S00163799,23,36,10,10,1,0,1,0
S00163800,17,26,4,2,3,0,1,1
S00163801,17,16,1,4,5,0,0,1
S00163802,19,25,3,6,1,0,0,0
S00163803,65,24,3,3,0,1,1,0
S00163804,15,27,11,6,2,0,1,0
S00163805,30,29,5,4,4,0,1,1
S00163806,17,23,8,8,0,5,1,0
S00163807,40,31,7,9,2,1,0,0
S00163808,39,16,4,3,0,1,2,1
S00163809,17,16,7,8,0,0,1,0
S00163810,33,21,5,7,1,0,0,0
S00163811,3,18,5,2,1,1,0,0
S00163812,37,17,9,6,3,2,1,1
S00163813,14,27,7,3,5,0,0,0
S00163814,9,11,9,5,1,0,1,0
S00163815,17,19,4,5,3,1,0,0
S00163816,15,27,9,2,1,0,0,2
S00163817,6,15,2,4,1,0,1,0
S00163818,7,26,2,3,4,0,1,0
S00163819,10,20,0,7,3,0,1,1
S00163820,8,20,9,9,0,0,0,2
S00163821,15,17,4,2,0,2,0,0
S00163822,25,15,4,3,1,0,0,0
S00163823,21,28,6,0,1,0,1,0
S00163824,36,14,3,1,0,1,0,1
S00163825,21,29,11,5,0,0,0,2
S00163826,8,12,2,4,4,0,1,1
S00163827,15,22,7,9,2,1,1,0
S00163828,21,29,3,3,2,1,1,0
S00163829,15,19,0,0,0,0,1,0
S00163830,5,16,6,4,0,0,0,0
S00163831,20,16,6,4,0,2,0,0
S00163832,10,16,4,6,4,0,0,0
S00163833,16,14,3,4,0,0,1,0
S00163834,14,16,4,4,0,0,0,0
S00163835,20,17,1,0,1,0,0,0
S00163836,29,24,6,7,0,0,0,0
S00163837,21,31,10,9,0,1,1,0
S00163838,16,23,6,4,2,1,0,1
S00163839,14,29,2,6,0,1,1,1
S00163840,14,21,2,5,0,2,0,1
S00163841,10,37,11,10,1,1,0,0
S00163842,5,19,2,3,0,2,0,1
S00163843,14,26,5,1,1,1,0,1
S00163844,18,21,4,8,1,0,0,0
S00163845,25,28,6,5,2,1,1,0
S00163846,9,10,1,4,3,1,1,0
S00163847,13,16,1,6,0,0,0,0
S00163848,9,12,6,12,2,1,1,1
S00163849,10,24,8,9,2,0,2,0
S00163850,15,22,4,6,5,0,0,0
S00163851,8,19,7,6,1,1,0,1
S00163852,17,17,4,6,4,0,0,0
S00163853,11,12,6,5,2,1,1,0
S00163854,25,32,14,1,5,0,2,0
S00163855,34,17,8,3,0,0,0,0
S00163856,32,28,13,3,0,1,2,0
S00163857,20,22,1,0,0,0,1,0
S00163858,16,15,2,3,1,0,0,0
S00163859,20,21,15,6,3,0,0,2
S00163860,21,14,2,2,0,1,1,0
S00163861,45,25,4,5,1,0,0,0
S00163862,31,18,7,5,4,0,0,1
S00163863,27,15,6,5,2,0,0,1
S00163864,27,29,5,5,4,0,0,0
S00163865,13,33,6,4,2,1,0,0
S00163866,14,20,4,1,0,1,0,1
S00163867,14,12,5,1,1,2,1,0
S00163868,10,19,4,2,0,1,0,0
S00163869,40,26,7,3,4,0,0,0
S00163870,18,20,4,1,1,0,0,0
S00163871,31,10,2,2,1,0,0,0
S00163872,39,19,11,5,2,2,0,0
S00163873,23,23,8,4,6,0,1,1
S00163874,21,31,6,4,0,0,0,1
S00163875,14,17,8,7,2,1,0,0
S00163876,13,9,6,1,2,0,0,0
S00163877,17,33,7,5,1,0,0,1
S00163878,14,26,5,5,0,0,0,0
S00163879,6,12,5,3,1,1,0,0
S00163880,16,8,4,6,0,0,0,1
S00163881,28,19,10,7,0,2,0,1
S00163882,19,14,4,7,2,1,0,0
S00163883,13,15,4,7,0,0,4,1
S00163884,19,21,7,3,0,1,0,0
S00163885,10,27,5,4,2,1,0,0
S00163886,6,14,5,3,0,0,1,2
S00163887,37,27,4,1,1,0,0,0
S00163888,6,21,2,2,1,0,1,0
S00163889,10,16,4,1,0,0,0,0
S00163890,21,40,4,11,1,0,0,1
S00163891,37,34,6,4,4,1,1,2
S00163892,16,19,6,3,1,0,0,1
S00163893,18,21,3,3,1,1,0,0
S00163894,15,22,8,5,2,1,0,0
S00163895,37,17,6,6,3,1,0,1
S00163896,15,35,6,9,1,4,0,1
S00163897,29,31,6,2,1,0,0,1
S00163898,23,21,5,7,0,0,1,0
S00163899,17,26,7,12,1,1,0,0
S00163900,13,25,9,4,3,1,0,1
S00163901,15,17,5,4,2,3,0,0
S00163902,17,34,9,5,1,0,1,0
S00163903,9,13,4,2,4,4,1,0
S00163904,14,19,15,10,0,0,0,1
S00163905,8,13,4,4,3,2,0,0
S00163906,17,16,6,7,0,0,0,0
S00163907,46,17,1,3,3,0,0,1
S00163908,46,19,9,4,1,1,1,0
S00163909,26,20,6,2,0,0,0,1
S00163910,22,36,8,3,1,0,1,1
S00163911,12,13,1,3,1,1,0,1
S00163912,10,17,6,6,0,1,0,2
S00163913,25,28,3,3,0,2,1,1
S00163914,14,25,5,1,3,0,0,0
S00163915,11,28,7,10,2,0,1,1
S00163916,18,10,11,4,1,0,1,2
S00163917,21,25,7,6,6,0,0,0
S00163918,9,11,6,2,1,1,0,0
S00163919,13,23,4,4,2,0,1,0
S00163920,24,22,2,0,2,0,0,0
S00163921,26,20,11,4,0,0,0,0
S00163922,28,23,6,6,3,0,0,0
S00163923,10,19,8,0,1,0,0,0
S00163924,13,21,6,4,3,0,1,0
S00163925,16,16,17,7,1,0,0,1
S00163926,6,15,11,2,1,1,0,0
S00163927,22,30,13,3,0,0,1,3
S00163928,27,21,5,5,1,0,1,0
S00163929,27,9,3,4,1,0,1,1
S00163930,14,12,4,5,0,1,0,1
S00163931,17,12,5,4,0,0,0,0
S00163932,25,19,11,5,2,0,1,0
S00163933,21,24,4,2,3,1,0,2
S00163934,9,14,2,4,0,1,1,1
S00163935,25,37,15,5,3,1,0,0
S00163936,13,15,6,3,1,0,0,0
S00163937,20,23,8,0,2,1,1,0
S00163938,12,24,8,4,1,1,1,1
S00163939,18,26,7,8,0,1,0,0
S00163940,26,33,8,1,1,0,0,2
S00163941,20,30,9,6,3,0,0,1
S00163942,9,41,18,7,3,0,1,0
S00163943,17,13,5,4,1,0,0,0
S00163944,19,32,8,8,1,2,1,0
S00163945,23,11,4,3,1,1,0,0
S00163946,20,27,6,14,1,1,1,0
S00163947,19,34,14,12,1,0,0,0
S00163948,24,45,9,10,2,0,0,0
S00163949,17,29,6,11,2,0,0,0
S00163950,29,22,4,9,2,0,0,0
S00163951,35,31,12,5,0,0,0,1
S00163952,18,11,9,3,0,0,2,0
S00163953,19,23,8,7,1,0,0,1
S00163954,16,16,13,5,4,1,0,0
S00163955,27,33,2,1,2,1,0,0
S00163956,15,24,7,6,1,0,1,2
S00163957,24,32,16,8,2,0,0,0
S00163958,17,12,8,4,2,1,1,0
S00163959,11,27,13,16,6,1,0,0
S00163960,16,18,7,9,0,0,1,1
S00163961,14,19,14,0,0,1,1,0
S00163962,9,21,5,10,1,1,0,0
S00163963,34,26,12,2,0,3,0,0
S00163964,22,17,9,6,2,0,0,1
S00163965,20,33,13,11,1,0,1,0
S00163966,15,15,5,1,0,0,0,0
S00163967,16,18,6,3,3,0,0,0
S00163968,19,22,22,3,4,0,0,0
S00163969,22,23,9,5,1,0,0,0
S00163970,9,13,3,5,3,0,1,0
S00163971,18,16,7,0,0,0,0,1
S00163972,14,21,7,5,1,1,1,0
S00163973,12,18,5,0,0,0,1,0
S00163974,20,17,9,2,1,1,1,1
S00163975,22,13,3,3,4,0,0,2
S00163976,21,14,8,9,2,1,0,0
S00163977,19,20,10,5,0,1,0,0
S00163978,8,20,7,4,1,0,1,1
S00163979,18,18,12,6,2,2,0,0
S00163980,11,16,12,7,3,1,0,0
S00163981,9,14,4,4,1,0,0,0
S00163982,9,12,9,3,0,0,0,0
S00163983,17,17,6,3,2,0,0,2
S00163984,15,16,9,9,2,1,1,0
S00163985,33,8,7,5,2,1,0,2
S00163986,14,14,4,6,8,0,3,0
S00163987,15,16,7,3,1,1,1,0
S00163988,30,18,4,14,3,1,1,0
S00163989,32,4,3,4,1,0,0,0
S00163990,10,22,3,6,1,1,2,0
S00163991,32,28,6,5,2,1,1,0
S00163992,13,9,6,6,1,0,1,0
S00163993,17,16,9,4,0,0,0,0
S00163994,22,20,4,3,2,0,1,0
S00163995,9,18,7,7,3,0,0,0
S00163996,24,15,9,7,3,0,1,0
S00163997,26,20,6,6,0,1,1,0
S00163998,19,21,4,7,0,0,3,0
S00163999,30,21,8,6,0,0,0,0
S00164000,10,21,12,5,1,1,0,0
S00164001,32,19,5,6,1,1,0,0
S00164002,13,11,9,7,1,0,0,0
S00164003,20,32,13,7,4,0,0,0
S00164004,19,16,4,2,0,0,0,0
S00164005,34,10,9,0,1,0,0,1
S00164006,15,15,3,4,0,1,0,0
S00164007,33,15,9,8,2,0,0,0
S00164008,44,11,10,4,1,2,0,0
S00164009,37,20,8,2,3,0,1,0
S00164010,42,15,7,3,0,2,0,0
S00164011,29,22,13,6,4,0,1,1
S00164012,49,14,9,5,0,0,0,1
S00164013,49,4,7,0,1,0,1,0
S00164014,11,9,4,5,0,1,0,0
S00164015,19,8,8,1,2,0,1,0
S00164016,27,21,6,1,0,0,1,1
S00164017,34,11,2,3,0,1,0,0
S00164018,23,25,9,2,4,4,0,0
S00164019,20,13,11,8,0,0,2,2
S00164020,28,17,9,10,1,0,0,0
S00164021,63,14,0,0,0,1,0,0
S00164022,38,16,3,3,3,0,1,0
S00164023,20,15,6,5,1,0,0,3
S00164024,16,11,2,3,2,1,1,0
S00164025,23,17,7,6,2,0,0,0
S00164026,31,15,9,6,0,1,0,1
S00164027,28,21,6,3,2,1,2,0
S00164028,8,8,10,7,0,0,0,0
S00164029,8,22,4,6,1,0,0,1
S00164030,19,19,9,8,1,0,0,0
S00164031,12,22,5,2,0,0,0,0
S00164032,24,23,15,11,4,0,0,0
S00164033,25,16,7,3,1,0,0,1
S00164034,4,14,6,7,2,0,0,0
S00164035,27,20,6,4,0,0,0,0
S00164036,10,8,8,3,1,1,0,1
S00164037,15,21,2,3,3,1,0,0
S00164038,18,24,10,9,0,0,0,0
S00164039,20,27,9,8,2,1,0,0
S00164040,25,13,6,5,0,2,2,0
S00164041,13,26,8,3,1,0,0,1
S00164042,17,15,10,0,4,0,0,0
S00164043,11,10,7,9,1,2,0,1
S00164044,16,33,11,8,4,2,0,1
S00164045,13,17,8,7,0,0,3,0
S00164046,10,21,4,12,1,0,0,0
S00164047,28,36,7,4,1,1,0,1
S00164048,10,27,4,8,0,0,1,0
S00164049,4,20,3,5,3,1,0,0
S00164050,17,15,6,4,0,1,1,1
S00164051,24,9,6,0,4,0,1,0
S00164052,22,34,9,1,1,1,2,0
S00164053,17,32,11,7,4,0,1,1
S00164054,25,16,10,5,2,1,1,0
S00164055,21,42,9,10,5,1,1,0
S00164056,34,35,7,8,3,0,0,0
S00164057,27,19,2,2,1,0,1,0
S00164058,10,13,4,1,2,0,0,0
S00164059,10,23,6,5,0,0,2,1
S00164060,12,15,3,5,2,0,0,0
S00164061,14,32,3,1,0,3,2,1
S00164062,14,20,5,1,1,0,0,0
S00164063,18,16,6,1,1,1,0,1
S00164064,19,18,4,6,0,1,1,3
S00164065,29,13,7,2,0,0,1,1
S00164066,18,16,4,0,1,0,0,0
S00164067,24,12,5,1,0,1,0,0
S00164068,36,13,4,0,0,0,0,1
S00164069,18,15,7,1,1,0,0,1
S00164070,26,14,2,3,2,0,0,0
S00164071,22,17,7,1,0,0,0,3
S00164072,32,34,13,7,4,0,0,1
S00164073,11,14,6,1,2,2,0,0
S00164074,41,17,6,3,0,0,0,1
S00164075,21,31,5,8,1,1,0,0
S00164076,12,36,1,4,1,1,0,0
S00164077,15,36,15,6,2,1,1,0
S00164078,19,17,10,6,1,0,0,1
S00164079,13,22,3,4,0,0,1,2
S00164080,21,16,4,11,1,0,1,2
S00164081,24,23,6,12,0,1,0,0
S00164082,23,10,9,4,2,0,1,0
S00164083,13,8,6,8,1,1,0,1
S00164084,10,14,2,5,0,1,0,2
S00164085,26,23,6,3,1,1,0,0
S00164086,25,29,7,4,4,0,0,0
S00164087,13,10,3,3,2,2,0,0
S00164088,27,18,4,3,1,1,0,0
S00164089,19,28,3,3,1,0,0,0
S00164090,23,26,5,1,0,0,0,0
S00164091,11,31,5,6,5,0,0,0
S00164092,14,14,4,4,0,0,0,0
S00164093,12,18,6,4,0,0,2,0
S00164094,25,17,16,11,2,1,0,0
S00164095,39,24,3,3,1,1,0,0
S00164096,22,12,7,5,6,1,2,0
S00164097,22,14,3,0,0,1,1,0
S00164098,34,12,8,0,0,1,0,1
S00164099,41,14,1,0,0,0,0,0
S00164100,37,18,2,0,1,0,0,0
S00164101,51,18,1,1,0,3,0,0
S00164102,48,28,5,0,0,1,0,2
S00164103,44,25,3,2,0,2,0,1
S00164104,31,20,1,0,0,0,1,0
S00164105,32,16,5,1,1,0,0,0
S00164106,24,23,5,4,0,0,1,0
S00164107,29,12,2,0,2,0,0,1
S00164108,4,10,8,4,0,0,0,0
S00164109,37,21,5,1,0,1,0,0
S00164110,39,12,0,1,0,0,0,1
S00164111,22,7,4,7,1,0,0,0
S00164112,12,26,3,1,1,0,0,1
S00164113,42,26,6,3,0,1,0,0
S00164114,13,22,5,5,0,0,0,2
S00164115,53,14,6,4,0,2,0,1
S00164116,19,18,7,9,1,1,1,1
S00164117,44,20,3,6,2,0,0,0
S00164118,12,19,2,3,0,0,0,0
S00164119,24,17,0,1,0,0,0,2
S00164120,40,4,4,7,0,0,0,0
S00164121,14,14,5,8,5,1,2,0
S00164122,10,32,12,3,0,0,0,1
S00164123,8,12,12,3,1,0,0,0
S00164124,9,19,9,8,1,1,0,0
S00164125,19,20,7,4,1,1,1,0
S00164126,16,9,4,1,1,0,1,0
S00164127,16,21,5,6,1,1,0,0
S00164128,11,27,3,10,0,0,0,0
S00164129,8,17,3,7,1,0,0,0
S00164130,35,17,1,3,2,0,0,0
S00164131,27,14,0,2,0,0,0,0
S00164132,15,14,3,8,0,0,1,1
S00164133,18,14,7,5,1,0,0,0
S00164134,41,24,2,2,0,0,1,0
S00164135,23,18,3,5,1,0,1,1
S00164136,9,19,6,13,4,1,2,0
S00164137,33,20,4,1,3,0,0,0
S00164138,8,14,11,11,0,0,0,0
S00164139,21,19,9,3,0,0,2,1
S00164140,32,24,6,1,1,2,0,1
S00164141,12,19,4,14,3,0,0,1
S00164142,15,20,5,2,5,0,0,0
S00164143,38,9,2,3,1,0,1,2
S00164144,33,11,2,0,0,0,0,0
S00164145,58,7,1,1,1,0,0,0
S00164146,20,21,4,4,0,2,0,0
S00164147,15,27,3,3,0,1,0,0
S00164148,45,25,6,3,0,1,0,1
S00164149,5,5,7,7,0,1,0,0
S00164150,40,29,7,1,1,0,0,1
S00164151,50,25,2,1,2,0,0,0
S00164152,28,27,2,3,0,1,1,0
S00164153,30,13,2,0,0,0,1,0
S00164154,28,12,0,0,2,0,1,0
S00164155,50,25,3,1,0,0,0,0
S00164156,30,17,4,1,1,1,0,0
S00164157,12,15,6,11,3,0,0,0
S00164158,17,13,14,4,0,0,1,0
S00164159,14,26,8,3,0,0,0,0
S00164160,11,18,4,4,4,1,1,0
S00164161,10,18,10,8,2,0,0,0
S00164162,35,17,6,9,0,1,0,0
S00164163,39,6,2,0,0,1,0,0
S00164164,20,10,8,3,1,0,0,0
S00164165,27,17,8,11,4,0,0,1
S00164166,23,17,6,7,1,2,0,0
S00164167,13,20,13,7,3,1,1,0
S00164168,17,20,5,7,1,0,0,1
S00164169,17,16,4,7,0,3,1,0
S00164170,12,19,4,7,0,0,0,2
S00164171,15,12,10,10,2,3,0,0
S00164172,28,9,2,5,1,1,0,0
S00164173,10,41,16,12,2,0,0,0
S00164174,10,30,12,13,2,0,0,0
S00164175,15,12,4,5,0,0,0,0
S00164176,11,8,9,8,2,1,2,0
S00164177,8,25,10,11,0,0,0,0
S00164178,26,19,3,3,0,0,0,0
S00164179,21,20,5,5,0,2,0,0
S00164180,6,10,6,8,1,0,0,2
